Gene_Symbol	Chromosome	 Start_coordinate	End_coordinate	Strand	Count	RPKM
AK301567	chr11	67610560	67612528	-	1190	67.60157
AK302130	chr8	120811300	120812303	+	25	1.70594
AK302432	chrALTS_NT_187562	294086	296641	+	0	0
AK303042	chr7	150034545	150041983	+	0	0
AK303196	chr1	147264380	147285400	-	134	7.50646
AK303487	chr1	173637718	173703663	+	0	0
AK303578	chr5	67164538	67165910	-	358	17.86363
AK304703	chr11	126327871	126329527	+	0	0
AK304854	chr11	48135691	48139772	-	437	25.50178
AK307073	chr8	140095610	140097170	-	1	0.04389
AK307115	chr22	50194023	50195456	-	53	2.53212
AK307159	chr15	75639760	75640691	+	18	1.32316
AK307188	chr5	85663232	85664684	+	0	0
AK307213	chr4	30721022	30721978	-	88	6.29982
AK307217	chr5	32711974	32713449	-	0	0
AK307233	chrX	154397811	154398837	-	35	2.33483
AK307360	chr17	58006674	58008187	+	177	8.00948
AK308561	chr9	62798833	62801318	-	0	0
AK308603	chr13	48232211	48233444	-	202	11.84856
AK308945	chr3	44554271	44555438	-	0	0
AK308948	chr3	104523210	104612495	+	0	0
AK309303	chr16	54285604	54289568	+	0	0
AK309505	chr19	45767796	45773151	+	54	2.22463
AK309604	chr20	43043042	43045105	-	0	0
AK309648	chr4	78866485	78869145	+	0	0
AK309717	chr18	39841174	39924840	-	0	0
AK309747	chr5	25119373	25162706	+	0	0
AK309769	chr17	62966786	62968549	-	0	0
AK309862	chr13	28719125	28724936	+	27	1.44854
AK310112	chr5	132679085	132682629	-	0	0
AK310144	chr10	30696657	30703639	-	0	0
AK310175	chr19	7526240	7527165	-	163	14.4653
AK310205	chr13	98677818	98728453	+	0	0
AK310574	chr9	34346684	34347607	+	0	0
AK310770	chr8	12169685	12170722	+	0	0
AK310989	chr11	6606223	6607407	+	0	0
AK311005	chr3	41220847	41225051	-	943	52.01723
AK311028	chr10	3247272	3249196	-	0	0
AK311060	chr5	140788457	140822193	-	37	2.4073
AK311139	chr16	56306845	56308335	+	0	0
AK311192	chr6	85677944	85678733	-	0	0
AK311238	chr13	113006205	113007332	+	0	0
AK311253	chr2	169326258	169327281	+	0	0
AK311374	chr7	102592556	102594533	+	0	0
AK311445	chr9	104927630	104931755	+	0	0
AK311448	chr17	60134622	60135644	-	0	0
AK311579	chr10	72334407	72338557	+	128	4.64478
AK311638	chr4	662050	663636	-	91	3.92845
AK311680	chr6	34248568	34280687	+	4	0.16599
AK3L2	chr12	31615771	31616439	-	0	0
AK3P1	chr17	31345521	31346187	+	78	8.01172
AK4	chr1	65147549	65232145	+	14	0.12597
AK5	chr1	77281977	77559969	+	4244	28.77088
AK6	chr5	69350984	69370013	-	73	2.44561
AK6	chrALTS_NW_003315917	134177	153209	-	0	0
AK7	chr14	96392111	96489427	+	79	1.36779
AK8	chr9	132725571	132878811	-	29	0.42471
AK9	chr6	109492856	109691217	-	256	1.65444
AKAP1	chr17	57085092	57121349	+	1427	18.10118
AKAP10	chr17	19904302	19978343	-	432	6.08106
AKAP11	chr13	42272125	42323267	+	4316	25.94694
AKAP12	chr6	151239999	151358559	+	8847	52.78345
AKAP13	chr15	85380587	85749358	+	1030	3.22734
AKAP14	chrX	119895837	119920716	+	4	0.23283
AKAP16B	chrX	119249346	119257667	-	0	0
AKAP17A	chrX	1591593	1602520	+	0	0
AKAP17A	chrY	1591593	1602520	+	0	0
AKAP2	chr9	110048598	110172512	+	625	5.8504
AKAP3	chr12	4614671	4649047	-	7	0.10664
AKAP4	chrX	50190768	50201013	-	0	0
AKAP5	chr14	64465499	64474503	+	269	2.45332
AKAP6	chr14	32329273	32837681	+	5552	22.60476
AKAP7	chr6	131135666	131283535	+	190	2.9173
AKAP8	chr19	15353385	15379824	-	361	5.72242
AKAP8L	chr19	15380048	15419121	-	1360	18.41025
AKAP9	chr7	91940867	92110673	+	4692	17.76759
AKIP1	chr11	8911139	8920084	+	106	2.48277
AKIRIN1	chr1	38991223	39006065	+	251	6.25997
AKIRIN2	chr6	87674860	87702267	-	168	5.07262
AKNA	chr9	114332399	114398503	-	387	1.69513
AKNAD1	chr1	108815898	108963484	-	7	0.09079
AKR1A1	chr1	45550543	45570051	+	458	10.04411
AKR1B1	chr7	134442350	134459284	-	1031	19.299
AKR1B10	chr7	134527592	134541414	+	0	0
AKR1B15	chr7	134549097	134579863	+	0	0
AKR1C1	chr10	4963253	5107522	+	139	1.07799
AKR1C1/AKR1C3	chr10	4980066	4983280	+	0	0
AKR1C2	chr10	4922564	5135226	-	22	0.14303
AKR1C3	chr10	5035354	5107686	+	29	0.44617
AKR1C4	chr10	5195462	5218949	+	0	0
AKR1C6P	chr10	4871667	4916273	-	0	0
AKR1C8P	chr10	5154143	5185187	-	0	0
AKR1D1	chr7	138002324	138118304	+	0	0
AKR1D1P	chr1	167519536	167520586	+	0	0
AKR1E2	chr10	4786709	4854130	+	147	2.42442
AKR7A2	chr1	19302708	19312146	-	1022	23.04731
AKR7A2P1	chr1	112923350	112924673	+	80	4.13961
AKR7A3	chr1	19282558	19289250	-	33	1.32213
AKR7L	chr1	19265982	19274194	-	14	0.34651
AKT1	chr14	104769349	104795751	-	1307	8.07787
AKT1S1	chr19	49869033	49878459	-	143	1.92249
AKT2	chr19	40230317	40285536	-	928	4.3678
AKT3	chr1	243488233	243851079	-	2024	14.43077
AKT3	chrALTS_NT_187519	500341	867542	-	0	0
AKTIP	chr16	53491040	53504411	-	332	4.36406
ALAD	chr9	113386312	113401338	-	490	6.47822
ALAS1	chr3	52198083	52214327	+	1063	29.70092
ALAS2	chrX	55009055	55031064	-	0	0
ALB	chr4	73404239	73421412	+	16	0.32859
ALCAM	chr3	105366713	105576913	+	1226	11.42774
ALDH16A1	chr19	49453169	49486231	+	78	0.74655
ALDH18A1	chr10	95605929	95656810	-	561	5.73733
ALDH1A1	chr9	72900662	73080442	-	216	4.75829
ALDH1A2	chr15	57953424	58497866	-	59	0.46881
ALDH1A3	chr15	100859798	100873990	+	0	0
ALDH1A3	chr15	100879376	100916626	+	113	1.20587
ALDH1B1	chr9	38392664	38398665	+	57	1.27202
ALDH1L1	chr3	126103561	126197994	-	575	2.87251
ALDH1L1-AS2	chr3	126207255	126210166	+	0	0
ALDH1L2	chr12	105019784	105084577	-	94	0.78023
ALDH2	chr12	111766887	111809985	+	3311	104.24552
ALDH3A1	chr17	19737984	19748943	-	15	0.16456
ALDH3A2	chr17	19648136	19677598	+	625	6.81073
ALDH3B1	chr11	68008578	68029282	+	34	0.38105
ALDH3B2	chr11	67662162	67681214	-	0	0
ALDH4A1	chr1	18849273	18921121	-	606	6.32983
ALDH5A1	chr6	24494852	24537207	+	1582	19.61694
ALDH6A1	chr14	74056850	74084493	-	2174	23.26126
ALDH7A1	chr5	77290184	77291997	+	833	31.46044
ALDH7A1	chr5	126541841	126595418	-	667	6.6045
ALDH8A1	chr6	134917390	134950122	-	14	0.36904
ALDH9A1	chr1	165662212	165698863	-	802	16.5898
ALDOA	chr16	30053090	30070457	+	25052	278.94116
ALDOB	chr9	101420560	101435823	-	10	0.27748
ALDOC	chr17	28573115	28577264	-	12934	301.50214
ALDRL1	chr1	224574434	224575389	+	51	3.65485
ALDRL4	chr13	45687548	45688469	-	11	0.81737
ALDRP	chr3	74135959	74136892	+	59	4.32775
ALG1	chr16	5071809	5087379	+	367	5.81753
ALG10	chr12	34022281	34028302	+	89	1.41177
ALG10B	chr12	38316578	38329728	+	111	0.66422
ALG11	chr13	52012387	52029664	+	1358	12.04054
ALG12	chr22	49900229	49918458	-	317	4.05941
ALG13	chrX	111665811	111760649	+	407	3.26431
ALG14	chr1	94974407	95072956	-	98	0.69203
ALG1L	chr3	125928840	125937044	-	73	3.35655
ALG1L2	chr3	130081831	130098390	+	4	0.27653
ALG1L9P	chr11	71794363	71813859	-	53	0.84365
ALG2	chr9	99216425	99221964	-	1367	22.50213
ALG3	chr3	184242301	184249525	-	144	3.07816
ALG5	chr13	36949770	37000261	-	169	2.77923
ALG6	chr1	63367590	63438562	+	67	0.92731
ALG8	chr11	78100936	78139660	-	179	2.04084
ALG9	chr11	111782195	111879421	-	306	2.30022
ALK	chr2	29192774	29921611	-	376	3.89653
ALKBH1	chr14	77672404	77708022	-	108	2.59984
ALKBH2	chr12	109088188	109093631	-	116	4.18055
ALKBH3	chr11	43880807	43920275	+	62	0.9828
ALKBH3-AS1	chr11	43909292	43920926	-	0	0
ALKBH4	chr7	102456220	102464876	-	83	2.4405
ALKBH5	chr17	18183078	18209954	+	1282	22.64255
ALKBH6	chr19	36008638	36014243	-	159	2.5013
ALKBH7	chr19	6372433	6375251	+	89	3.59731
ALKBH8	chr11	107502726	107565746	-	99	1.50522
ALLC	chr2	3658195	3702671	+	0	0
ALMS1	chr2	73385758	73609919	+	1839	9.19842
ALMS1P	chr2	73640978	73685576	+	34	0.94805
ALOX12	chr17	6996065	7010736	+	23	0.53835
ALOX12-AS1	chr17	7001132	7012342	-	11	0.43562
ALOX12B	chr17	8072636	8087703	-	44	1.13496
ALOX12P	chr17	30529688	30542416	+	0	0
ALOX12P2	chr17	6853576	6954107	+	1	0.01153
ALOX15	chr17	4630902	4642294	-	3	0.06519
ALOX15B	chr17	8039017	8049134	+	26	0.58827
ALOX15P1	chr17	6657214	6661413	+	1	0.06962
ALOX5	chr10	45374176	45446119	+	69	1.26735
ALOX5	chrALTS_NW_003315935	215007	286950	+	0	0
ALOX5AP	chr13	30713478	30764428	+	30	1.19704
ALOXE3	chr17	8095900	8119047	-	23	0.41609
ALPI	chr2	232456123	232460745	+	0	0
ALPK1	chr4	112285509	112442620	+	51	0.24379
ALPK2	chr18	58481247	58628957	-	1	0.00725
ALPK3	chr15	84816680	84873482	+	73	0.45351
ALPL	chr1	21508982	21578412	+	184	3.78784
ALPP	chr2	232378534	232382889	+	1	0.0224
ALPPL2	chr2	232406842	232410714	+	1	0.02747
ALS2	chr2	201700263	201781189	-	2959	15.77117
ALS2CL	chr3	46668995	46693704	-	151	1.10395
ALS2CR11	chr2	201487232	201619182	-	39	0.33558
ALS2CR12	chr2	201288271	201357398	-	45	1.16912
ALS2CR2P1	chr7	150512559	150513839	-	9	0.48134
ALX1	chr12	85279930	85301784	+	0	0
ALX3	chr1	110059994	110070700	-	9	0.33168
ALX4	chr11	44260444	44310191	-	9	0.10677
ALYREF	chr17	81887835	81891586	-	207	7.61637
AMACR	chr5	33986178	34008144	-	126	1.69928
AMB11	chrALTS_NT_187638	26078	136064	+	0	0
AMB11	chrALTS_NT_187640	132328	176818	+	0	0
AMB11	chrALTS_NT_187642	72853	135189	+	0	0
AMB11	chrALTS_NT_187643	87892	132413	+	0	0
AMB11	chrALTS_NT_187668	132525	177003	+	0	0
AMB11	chrALTS_NT_187669	87859	132380	+	0	0
AMB11	chrALTS_NT_187685	87850	132369	+	0	0
AMB11	chrALTS_NT_187687	87952	168688	+	0	0
AMBN	chr4	70592256	70607288	+	0	0
AMBP	chr9	114060127	114078472	-	0	0
AMBRA1	chr11	46396412	46594125	-	706	6.08102
AMD	chrX	155828585	155829576	-	0	0
AMD1	chr6	110814621	110895713	+	877	8.3752
AMDHD1	chr12	95943293	95968716	+	10	0.29735
AMDHD2	chr16	2520362	2531422	+	214	3.3619
AMELX	chrX	11293413	11300761	+	0	0
AMELY	chrY	6865918	6874027	-	0	0
AMER1	chrX	64185117	64205744	-	158	1.28209
AMER2	chr13	25161679	25172288	-	220	1.42058
AMER3	chr2	130755435	130768134	+	503	5.26682
AMFR	chr16	56361452	56425538	-	2450	29.44749
AMH	chr19	2249114	2252073	+	58	1.42833
AMHR2	chr12	53423811	53431654	+	0	0
AMICA1	chr11	118193727	118225094	-	6	0.0413
AMIGO1	chr1	109504175	109509738	-	1022	13.61153
AMIGO2	chr12	47075707	47107017	-	113	1.72421
AMIGO3	chr3	49716834	49719805	-	191	4.40293
AMMECR1	chrX	110194186	110440233	-	9	0.09463
AMMECR1L	chr2	127861630	127885940	-	88	1.19812
AMN	chr14	102922656	102933596	+	1	0.01475
AMN1	chr12	31671137	31729174	-	787	11.8945
AMOT	chrX	112774503	112840908	-	1869	13.87282
AMOTL1	chr11	94706436	94876753	+	635	3.99414
AMOTL2	chr3	134351852	134375479	-	617	6.23926
AMPD1	chr1	114673098	114695618	-	0	0
AMPD2	chr1	109616104	109632055	+	2170	21.18076
AMPD3	chr11	10308313	10507579	+	241	2.27425
AMPH	chr7	38383696	38631567	-	4514	53.82116
AMT	chr3	49416778	49422753	-	296	4.4462
AMT/NICN1	chr3	49421604	49423015	-	24	1.16448
AMTN	chr4	70518540	70532743	+	0	0
AMY1A	chr1	103651199	103752946	+	0	0
AMY1B	chr1	103655520	103664550	+	0	0
AMY1B	chr1	103687415	103700771	-	0	0
AMY1C	chr1	103745337	103758690	+	0	0
AMY2A	chr1	103616811	103625780	+	6	0.21658
AMY2B	chr1	103553815	103579534	+	1009	9.22802
AMZ1	chr7	2679522	2765125	+	140	1.43263
AMZ2	chr17	68205988	68257164	+	524	8.0402
AMZ2P1	chr17	64966550	64975585	-	42	0.7441
ANAPC1	chr2	111766271	111884690	-	585	3.00305
ANAPC10	chr4	144967112	145098541	-	125	2.58024
ANAPC10P	chr1	52253621	52254176	+	54	6.6539
ANAPC11	chr17	81890790	81900991	+	101	1.77425
ANAPC11/NPB	chr17	81900745	81902898	+	6	0.19084
ANAPC13	chr3	134477704	134486716	-	110	3.19193
ANAPC15	chr11	72106378	72112780	-	185	4.4786
ANAPC16	chr10	72216000	72235860	+	164	2.59846
ANAPC1P1	chr2	86861825	86922693	+	0	0
ANAPC2	chr9	137174784	137188605	-	680	8.46577
ANAPC4	chr4	25377213	25418498	+	202	1.84669
ANAPC5	chr12	121308245	121399896	-	1062	5.86239
ANAPC7	chr12	110372900	110403737	-	634	7.22002
ANG	chr14	20684177	20694186	+	35	1.81108
ANG/RNASE4	chr14	20684614	20698971	+	0	0
ANGEL1	chr14	76787243	76826263	-	215	2.71967
ANGEL2	chr1	212992182	213015826	-	227	1.99077
ANGPT1	chr8	107249482	107498055	-	32	0.33258
ANGPT2	chr8	6499651	6563409	-	18	0.18202
ANGPT4	chr20	869899	916334	-	3	0.04332
ANGPTL1	chr1	178849535	178871236	-	28	0.48874
ANGPTL2	chr9	127087332	127122883	-	72	1.26839
ANGPTL3	chr1	62597487	62606305	+	4	0.09129
ANGPTL4	chr19	8363289	8374375	+	37	0.98942
ANGPTL5	chr11	101890674	101916522	-	0	0
ANGPTL6	chr19	10092337	10102888	-	18	0.5423
ANGPTL7	chr1	11189289	11195981	+	6	0.1795
ANHX	chr12	133218312	133236220	-	0	0
ANK1	chr8	41653220	41896762	-	894	5.67167
ANK2	chr4	112818083	113383740	+	42889	143.53705
ANK3	chr10	60026298	60733526	-	13295	36.14473
ANKAR	chr2	189674290	189761193	+	113	1.34451
ANKAR	chr2	189754217	189755601	+	4	0.19786
ANKDD1A	chr15	64911902	64958700	+	300	4.07396
ANKDD1B	chr5	75611476	75671846	+	5	0.10476
ANKEF1	chr20	9986126	10058303	+	42	0.49483
ANKFN1	chr17	56110958	56511659	+	121	1.23802
ANKFY1	chr17	4163371	4263979	-	1359	7.31044
ANKFY1	chr17	4177882	4180436	+	285	7.64207
ANKH	chr5	14704800	14871778	-	2768	15.23434
ANKHD1	chr5	140401814	140539856	+	1941	12.8012
ANKHD1-EIF4EBP3	chr5	140401814	140549578	+	1944	11.59335
ANKHZN	chr17	4186460	4188869	-	0	0
ANKIB1	chr7	92246216	92401384	+	1827	17.51101
ANKK1	chr11	113387791	113400418	+	10	0.25478
ANKLE1	chr19	17281645	17287646	+	13	0.24955
ANKLE2	chr12	132725503	132761888	-	708	2.62774
ANKMY1	chr2	240479422	240569209	-	139	0.82982
ANKMY2	chr7	16599776	16645817	-	239	5.73721
ANKRA2	chr5	73552200	73565696	-	141	3.11211
ANKRD1	chr10	90912096	90921276	-	0	0
ANKRD10	chr13	110878540	110915107	-	685	5.51725
ANKRD11	chr16	89267619	89490561	-	9579	38.74038
ANKRD12	chr18	9136228	9285985	+	2214	12.2216
ANKRD13A	chr12	109999169	110039763	+	127	1.18106
ANKRD13B	chr17	29589769	29614761	+	365	6.59276
ANKRD13C	chr1	70259002	70354788	-	387	3.85484
ANKRD13D	chr11	67288547	67302485	+	525	4.54946
ANKRD16	chr10	5861617	5889906	-	105	1.54668
ANKRD17	chr4	73073376	73259141	-	15830	84.82763
ANKRD18A	chr9	38540569	38620660	-	67	0.66708
ANKRD18A/FAM95C	chr9	38542314	38543446	-	9	1.02937
ANKRD18B	chr9	33524349	33575725	+	61	0.80803
ANKRD18CP	chr9	97093291	97238721	-	15	0.15377
ANKRD18DP	chr3	198053522	198080720	-	0	0
ANKRD18DP	chrALTS_NT_187539	151282	174422	+	0	0
ANKRD19P	chr9	92809198	92899608	+	192	1.73926
ANKRD2	chr10	97572499	97583884	+	10	0.47216
ANKRD20A1	chr9	67859147	67920634	+	48	0.61663
ANKRD20A11P	chr21	13909574	13980444	-	2	0.02826
ANKRD20A12P	chrUN_NT_113793	161987	178171	-	0	0
ANKRD20A19P	chr13	23907284	23949315	-	0	0
ANKRD20A2	chr9	40223285	40266392	+	8	0.13862
ANKRD20A3	chr9	66106815	66153154	-	0	0
ANKRD20A4	chr9	64369394	64413142	+	12	0.18229
ANKRD20A4P1	chr13	24750657	24752171	-	0	0
ANKRD20A5P	chr18	14179097	14234797	+	51	0.46297
ANKRD20A8P	chr2	94760774	94857282	-	7	0.05587
ANKRD20A9P	chr13	18816718	18871969	-	45	0.07972
ANKRD20A9P	chrALTS_NT_187594	136053	173619	-	0	0
ANKRD22	chr10	88819899	88851975	-	0	0
ANKRD23	chr2	96824526	96858014	-	254	2.87393
ANKRD24	chr19	4182668	4224814	+	465	6.57124
ANKRD26	chr10	26995118	27100498	-	647	4.25682
ANKRD26P1	chr16	46469337	46569097	-	0	0
ANKRD26P3	chr13	19262800	19344973	-	0	0
ANKRD27	chr19	32597001	32676597	-	834	7.25006
ANKRD28	chr3	15667236	15859546	-	987	6.10563
ANKRD29	chr18	23598926	23662885	-	121	1.44951
ANKRD30A	chr10	37125742	37384111	+	4	0.05387
ANKRD30B	chr18	14728272	14852738	+	65	0.74084
ANKRD30BL	chr2	132147591	132257969	-	16	0.22158
ANKRD30BP	chr21	13384249	13427773	-	0	0
ANKRD30BP2	chr21	13038160	13118251	+	0	0
ANKRD30BP3	chr10	45154662	45186041	+	0	0
ANKRD31	chr5	75068275	75236878	-	23	0.25823
ANKRD32	chr5	94617386	94739436	+	185	1.56128
ANKRD33	chr12	51887960	51891721	+	2	0.03642
ANKRD33B	chr5	10564323	10657816	+	227	1.46827
ANKRD34A	chr1	145959441	145964582	-	271	5.04795
ANKRD34B	chr5	80556755	80570488	-	11	0.18728
ANKRD34C	chr15	79282804	79298239	+	81	1.02311
ANKRD35	chr1	145866560	145885866	-	118	2.40388
ANKRD36	chr2	97113186	97276801	+	276	1.13779
ANKRD36	chr2	97431160	97590245	-	64	0.37117
ANKRD36BP1	chr1	168245565	168247430	-	98	3.59809
ANKRD36BP2	chr2	88765807	88806612	+	158	1.34602
ANKRD36C	chr2	95828730	95992320	-	408	2.2067
ANKRD37	chr4	185396021	185400628	+	174	2.74042
ANKRD39	chr2	96847985	96858095	-	231	16.21509
ANKRD40	chr17	50693190	50707924	-	857	13.14383
ANKRD42	chr11	83193712	83260270	+	641	7.13489
ANKRD44	chr2	196967017	197310797	-	287	1.51893
ANKRD45	chr1	173608336	173669862	-	58	0.96074
ANKRD46	chr8	100509752	100559786	-	1188	13.64239
ANKRD49	chr11	94493629	94499583	+	40	0.88946
ANKRD50	chr4	124664048	124712732	-	483	3.76115
ANKRD52	chr12	56237804	56258391	-	1457	11.31359
ANKRD53	chr2	70978028	70985499	+	15	0.26734
ANKRD54	chr22	37830854	37849318	-	215	3.30857
ANKRD55	chr5	56099675	56233359	-	72	1.61096
ANKRD6	chr6	89433170	89633834	+	835	6.71829
ANKRD60	chr20	58218454	58228653	-	0	0
ANKRD61	chr7	6031376	6036552	+	6	0.28887
ANKRD62	chr18	12093849	12129764	+	20	0.28363
ANKRD62P1-PARP4P3	chr22	16653708	16679493	-	3	0.08156
ANKRD63	chr15	40281444	40282586	-	17	1.01897
ANKRD65	chr1	1418420	1421769	-	43	1.1142
ANKRD66	chr6	46746917	46759506	+	6	0.11134
ANKRD7	chr7	118214673	118242731	+	15	0.63008
ANKRD9	chr14	102501760	102509799	-	91	0.86278
ANKS1A	chr6	34889261	35091413	+	1077	6.81687
ANKS1B	chr12	98726457	99984735	-	2473	16.20841
ANKS3	chr16	4696510	4734378	-	193	1.68033
ANKS4B	chr16	21233665	21253845	+	6	0.09445
ANKS6	chr9	98731329	98796539	-	128	0.97135
ANKUB1	chr3	149761100	149792823	-	1	0.014
ANKZF1	chr2	219229757	219236669	+	215	2.40722
ANLN	chr7	36389806	36453791	+	374	4.57961
ANO1	chr11	69985875	70189545	+	51	0.57714
ANO10	chr3	43354859	43691594	-	437	5.79093
ANO2	chr12	5562651	5946232	-	46	0.55611
ANO3	chr11	26189282	26663289	+	663	6.22737
ANO4	chr12	100717526	101128641	+	461	6.42068
ANO4	chrALTS_NW_003315942	135832	152874	-	0	0
ANO5	chr11	22192667	22283367	+	495	4.72651
ANO6	chr12	45215987	45440404	+	256	2.1241
ANO7	chr2	241188509	241225377	+	22	0.268
ANO7P1	chr1	16215909	16228027	-	2	0.05246
ANO8	chr19	17323223	17334829	-	533	7.33402
ANO9	chr11	417930	442011	-	3	0.03302
ANP32A	chr15	68778535	68820922	-	3021	28.04474
ANP32A-IT1	chr15	68803821	68807101	-	0	0
ANP32AP1	chr15	35181799	35238197	+	330	21.05071
ANP32B	chr9	97983207	98015943	+	342	11.69191
ANP32C	chr4	164197007	164197711	-	102	9.91216
ANP32D	chr12	48472665	48473624	+	274	19.55404
ANP32E	chr1	150218417	150236156	-	463	8.79899
ANPEP	chr15	89784889	89815401	-	23	0.3225
ANTP1	chr7	54419444	54420328	+	169	13.0828
ANTP3	chr22	42001069	42001966	-	80	6.10338
ANTP5	chr7	32471513	32472409	+	32	2.44408
ANTP6	chr4	186328716	186329601	-	0	0
ANTP7	chr6	121653795	121654690	+	8	0.6117
ANTXR1	chr2	69013144	69249327	+	424	2.58094
ANTXR2	chr4	79901149	80125454	-	10	0.06762
ANTXRL	chr10	46286997	46330266	+	0	0
ANTXRLP1	chr10	46219025	46273557	-	0	0
ANXA1	chr9	73151757	73170393	+	74	0.74152
ANXA10	chr4	168081299	168187742	+	0	0
ANXA11	chr10	80150889	80205677	-	1403	9.51309
ANXA13	chr8	123680794	123737426	-	1	0.01957
ANXA2	chr15	60347134	60402883	-	44	0.35797
ANXA2P1	chr4	153307469	153308811	-	8	0.4081
ANXA2P2	chr9	33624225	33625534	+	51	2.6672
ANXA2P3	chr10	64825528	64826877	+	8	0.40599
ANXA2R	chr5	43039080	43043170	-	7	0.20091
ANXA3	chr4	78551519	78610451	+	81	1.11388
ANXA4	chr2	69644425	69826469	+	122	0.80222
ANXA5	chr4	121667955	121697113	-	438	9.89044
ANXA6	chr5	151100706	151157882	-	6563	84.09097
ANXA7	chr10	73375101	73414083	-	1616	34.04458
ANXA8	chr10	47467993	47991850	-	0	0
ANXA8L1	chr10	46370759	46391784	+	0	0
ANXA9	chr1	150982017	150995638	+	1	0.03219
AOAH	chr7	36512848	36724549	-	69	1.30912
AOC1	chr7	150824627	150861504	+	0	0
AOC2	chr17	42844592	42850707	+	44	1.13113
AOC3	chr17	42851184	42858130	+	10	0.15556
AOC4P	chr17	42865922	42874729	+	0	0
AOX1	chr2	200585868	200671495	+	16	0.20401
AOX2P	chr2	200678233	200794239	+	0	0
AP1AR	chr4	112231737	112270055	+	77	1.58038
AP1B1	chr22	29327680	29423193	-	2189	22.78479
AP1B1P1	chr22	32121977	32133469	+	0	0
AP1G1	chr16	71729000	71809201	-	1166	7.3727
AP1G2	chr14	23559563	23569545	-	837	6.84778
AP1M1	chr19	16197578	16245907	+	1736	8.51294
AP1M2	chr19	10572671	10587315	-	4	0.1292
AP1S1	chr7	101154397	101161596	+	919	44.62165
AP1S2	chrX	15825806	15855014	-	299	2.63096
AP1S3	chr2	223751686	223837735	-	8	0.10123
AP2A1	chr19	49766923	49807113	+	6039	47.04741
AP2A2	chr11	924894	1012245	+	3879	30.96263
AP2A2	chrALTS_NT_187656	14000	74988	+	0	0
AP2A2	chrALTS_NT_187681	14000	81836	+	0	0
AP2B1	chr17	35578046	35726417	+	6394	57.65414
AP2M1	chr3	184174689	184184091	+	9618	140.43776
AP2S1	chr19	46838136	46850992	-	931	37.71926
AP3B1	chr5	78000525	78294755	-	487	3.60543
AP3B2	chr15	82659281	82709914	-	3833	45.41694
AP3D1	chr19	2100988	2164465	-	3918	31.37996
AP3M1	chr10	74120255	74151068	-	256	2.91874
AP3M2	chr8	42152946	42171673	+	880	9.68813
AP3S1	chr5	115841481	115914081	+	186	1.72249
AP3S2	chr15	89830599	89894385	-	469	5.07766
AP4B1	chr1	113894748	113905201	-	424	4.89196
AP4B1-AS1	chr1	113856635	113901237	+	94	3.71395
AP4E1	chr15	50908625	51005900	+	144	1.40494
AP4M1	chr7	100101490	100110319	+	600	8.66308
AP4S1	chr14	31025106	31096450	+	66	0.56762
AP5B1	chr11	65773898	65780802	-	268	2.69774
AP5M1	chr14	57268888	57298742	+	400	2.17839
AP5S1	chr20	3820524	3828837	+	82	1.02329
AP5Z1	chr7	4737388	4794395	+	1024	7.79931
APAF1	chr12	98645141	98735433	+	207	1.82026
APBA1	chr9	69427530	69672359	-	1142	11.69841
APBA1	chrALTS_NW_003315929	3732	70597	-	0	0
APBA2	chr15	28884483	29118315	+	9436	92.45782
APBA2	chrALTS_NT_187660	1194322	1393362	+	0	0
APBA3	chr19	3750771	3761699	-	62	0.75797
APBB1	chr11	6395124	6419613	-	6045	57.72874
APBB1IP	chr10	26437777	26567803	+	137	1.82784
APBB2	chr4	40810027	41216714	-	1885	10.07507
APBB3	chr5	140558268	140592123	-	389	6.79688
APC	chr5	112707498	112846239	+	18954	104.16718
APC2	chr19	1446270	1473244	+	3808	20.63661
APCDD1	chr18	10454628	10489948	+	633	10.97347
APCDD1L	chr20	58459101	58514938	-	3	0.05478
APCDD1L-AS1	chr20	58515379	58619890	+	0	0
APCS	chr1	159587825	159588871	+	0	0
APEH	chr3	49673994	49683963	+	1382	20.2484
APELA	chr4	164877004	164898965	+	0	0
APEX1	chr14	20455131	20457772	+	1463	44.80593
APEX2	chrX	55000323	55009057	+	50	1.04469
APH1A	chr1	150265399	150269580	-	375	6.81109
APH1B	chr15	63277550	63309126	+	45	0.6134
APH-1B	chr15	63276034	63276852	+	0	0
API5	chr11	43311955	43344530	+	575	5.42013
API5L1	chrX	116106921	116108430	-	195	8.84738
APIP	chr11	34853094	34916499	-	66	0.83242
APITD1	chr1	10430102	10442815	+	24	0.86631
APITD1-CORT	chr1	10430102	10452153	+	44	1.31007
APLF	chr2	68467559	68655862	+	93	0.91021
APLN	chrX	129645259	129654956	-	156	3.31502
APLNR	chr11	57233577	57237453	-	23	0.40643
APLP1	chr19	35867899	35879797	+	10371	125.29049
APLP2	chr11	130069821	130144811	+	9917	83.41542
APMAP	chr20	24962925	24992979	-	955	26.66158
APOA1	chr11	116835751	116837950	-	6	0.28867
APOA1BP	chr1	156591756	156596809	+	531	14.36205
APOA2	chr1	161222292	161223628	-	0	0
APOA4	chr11	116820700	116823306	-	0	0
APOA5	chr11	116789367	116792420	-	0	0
APOB	chr2	21001429	21044073	-	46	0.22316
APOBEC1	chr12	7649400	7670599	-	0	0
APOBEC2	chr6	41053201	41064891	+	2	0.08386
APOBEC3A	chr22	38952751	38992778	+	0	0
